0.935643564,0.061056106,0.001650165,0.001650165,0,0,0,0,HTTP
0.965108624,0.034891376,0,0,0,0,0,0,HTTPs
0.955156951,0.044843049,0,0,0,0,0,0,HTTPs
0.965317919,0.034682081,0,0,0,0,0,0,HTTP
0.941176471,0.029411765,0.014705882,0,0.014705882,0,0,0,other
0.641176471,0.288235294,0,0.005882353,0.005882353,0.052941176,0,0.005882353,IMAPS
0.512396694,0.479338843,0,0,0.008264463,0,0,0,HTTPs
0.910609037,0.087426326,0,0.000982318,0.000982318,0,0,0,HTTP
0.993470375,0.006287787,0,0.000241838,0,0,0,0,HTTPs
0.936608558,0.06022187,0.001584786,0.001584786,0,0,0,0,HTTPs
0.614864865,0.371621622,0.006756757,0,0.006756757,0,0,0,HTTPs
0.86013986,0.132867133,0,0.006993007,0,0,0,0,HTTPs
0.892215569,0.101796407,0,0.005988024,0,0,0,0,HTTP
0.857142857,0.142857143,0,0,0,0,0,0,HTTPs
0.840909091,0.151515152,0,0.007575758,0,0,0,0,HTTP
0.668831169,0.318181818,0.006493506,0.006493506,0,0,0,0,HTTP
0.8,0.127272727,0.036363636,0.018181818,0.018181818,0,0,0,HTTPs
0.878787879,0.070707071,0.01010101,0,0.01010101,0.03030303,0,0,HTTP
0.901098901,0.087912088,0,0.010989011,0,0,0,0,HTTPs
0.875,0.111111111,0,0.006944444,0.006944444,0,0,0,HTTP
0.75,0.2,0.0125,0.0125,0.0125,0,0.0125,0,HTTP
0.923766816,0.058295964,0.004484305,0.004484305,0.004484305,0,0,0.004484305,HTTP
0.955882353,0.044117647,0,0,0,0,0,0,HTTP
0.877192982,0.070175439,0.01754386,0.01754386,0,0.01754386,0,0,HTTP
0.803921569,0.137254902,0.019607843,0.019607843,0.019607843,0,0,0,other
0.527272727,0.454545455,0,0.009090909,0.009090909,0,0,0,HTTP
0.746987952,0.180722892,0.024096386,0.012048193,0.012048193,0,0.024096386,0,HTTP
0.8,0.12,0.04,0.02,0.02,0,0,0,HTTP
0.942857143,0.038095238,0,0.00952381,0.00952381,0,0,0,HTTP
0.95620438,0.02919708,0,0.00729927,0.00729927,0,0,0,HTTPs
0.735849057,0.226415094,0.018867925,0.018867925,0,0,0,0,HTTP
0.794117647,0.147058824,0.014705882,0.014705882,0.014705882,0,0.014705882,0,HTTPs
0.333333333,0.092592593,0.018518519,0,0.018518519,0.537037037,0,0,HTTP
0.775510204,0.193877551,0.010204082,0,0.010204082,0,0.010204082,0,HTTPs
0.854545455,0.109090909,0.018181818,0.018181818,0,0,0,0,HTTP
0.857142857,0.119047619,0.011904762,0.011904762,0,0,0,0,HTTP
0.865979381,0.113402062,0.010309278,0.010309278,0,0,0,0,HTTP
0.849315068,0.123287671,0.01369863,0.01369863,0,0,0,0,HTTP
0.87804878,0.109756098,0,0.012195122,0,0,0,0,HTTP
0.86746988,0.108433735,0.012048193,0.012048193,0,0,0,0,HTTP
0.951612903,0.016129032,0,0,0.016129032,0,0,0.016129032,HTTP
0.963855422,0.012048193,0,0,0.012048193,0,0,0.012048193,HTTP
0.777777778,0.148148148,0.018518519,0.018518519,0.018518519,0,0.018518519,0,HTTPs
0.670731707,0.317073171,0,0.012195122,0,0,0,0,HTTPs
0.997844828,0.00205721,0,9.80E-05,0,0,0,0,HTTP
0.892857143,0.071428571,0,0.017857143,0.017857143,0,0,0,HTTPs
0.448275862,0.327586207,0.120689655,0.017241379,0.017241379,0.068965517,0,0,HTTP
0.979987088,0.019954223,0,5.87E-05,0,0,0,0,SSH
0.36,0.56,0.04,0.02,0.02,0,0,0,HTTP
0.814814815,0.111111111,0.037037037,0.018518519,0.018518519,0,0,0,HTTPs
0.841269841,0.142857143,0,0.015873016,0,0,0,0,HTTP
0.919811321,0.047169811,0.004716981,0.018867925,0.009433962,0,0,0,HTTPs
0.876470588,0.117647059,0,0.005882353,0,0,0,0,HTTPs
0.566037736,0.41509434,0,0.009433962,0.009433962,0,0,0,HTTPs
0.593220339,0.372881356,0,0.016949153,0.016949153,0,0,0,HTTPs
0.673076923,0.134615385,0.096153846,0,0.096153846,0,0,0,HTTP
0.8,0.152941176,0.011764706,0.011764706,0.011764706,0,0.011764706,0,HTTPs
0.905982906,0.085470085,0,0.008547009,0,0,0,0,HTTP
0.992805755,0.005138746,0.000513875,0.000513875,0.000513875,0,0.000513875,0,HTTP
0.813559322,0.118644068,0.033898305,0.016949153,0.016949153,0,0,0,HTTPs
0.690265487,0.292035398,0,0.008849558,0.008849558,0,0,0,HTTP
0.978317346,0.021482814,9.99E-05,9.99E-05,0,0,0,0,HTTP
0.952941176,0.023529412,0.011764706,0.011764706,0,0,0,0,HTTP
0.764705882,0.196078431,0.019607843,0.019607843,0,0,0,0,HTTPs
0.929978118,0.067833698,0,0.001094092,0.001094092,0,0,0,IMAPS
0.857142857,0.114285714,0.017142857,0.005714286,0.005714286,0,0,0,HTTPs
0.826923077,0.153846154,0,0.019230769,0,0,0,0,HTTP
0.808823529,0.132352941,0.029411765,0.014705882,0.014705882,0,0,0,IMAPS
0.513513514,0.445945946,0.027027027,0,0.013513514,0,0,0,HTTP
0.790322581,0.14516129,0.016129032,0.016129032,0.016129032,0,0.016129032,0,HTTPs
0.943005181,0.03626943,0.010362694,0.005181347,0.005181347,0,0,0,HTTP
0.991028708,0.008373206,0,0.000299043,0.000299043,0,0,0,HTTP
0.991084695,0.008490766,0,0.000212269,0.000212269,0,0,0,HTTP
0.875862069,0.096551724,0.013793103,0.006896552,0.006896552,0,0,0,HTTP
0.962142075,0.037824745,0,3.32E-05,0,0,0,0,HTTP
0.72,0.226666667,0.026666667,0.013333333,0.013333333,0,0,0,IMAPS
0.508196721,0.475409836,0,0,0.016393443,0,0,0,HTTP
0.655913978,0.301075269,0.010752688,0.010752688,0.010752688,0,0,0.010752688,HTTP
0.788461538,0.134615385,0.038461538,0.019230769,0.019230769,0,0,0,IMAPS
0.432098765,0.49382716,0.024691358,0.012345679,0.024691358,0,0,0.012345679,HTTP
0.9265625,0.0703125,0,0.003125,0,0,0,0,HTTP
0.677777778,0.266666667,0.011111111,0.022222222,0.011111111,0,0.011111111,0,HTTP
0.998834422,0.00107761,2.20E-05,2.20E-05,2.20E-05,0,2.20E-05,0,HTTP
0.789473684,0.187134503,0.011695906,0.005847953,0.005847953,0,0,0,HTTPs
0.764423077,0.216346154,0.009615385,0.004807692,0.004807692,0,0,0,HTTP
0.868852459,0.06557377,0.032786885,0.016393443,0.016393443,0,0,0,IMAPS
0.7,0.271428571,0.014285714,0,0.014285714,0,0,0,HTTP
0.811320755,0.113207547,0.018867925,0.018867925,0.018867925,0,0.018867925,0,IMAPS
0.48,0.466666667,0.04,0.013333333,0,0,0,0,HTTP
0.948374761,0.047801147,0,0.001912046,0.001912046,0,0,0,HTTP
0.58,0.4,0,0.02,0,0,0,0,HTTPs
0.650943396,0.330188679,0,0.009433962,0.009433962,0,0,0,HTTP
0.62,0.36,0,0.02,0,0,0,0,HTTP
0.578947368,0.403508772,0,0.01754386,0,0,0,0,HTTPs
0.705426357,0.279069767,0,0.007751938,0.007751938,0,0,0,SSH
0.4,0.5,0.06,0.02,0.02,0,0,0,HTTPs
0.995337423,0.004539877,0,0.000122699,0,0,0,0,HTTPs
0.92394822,0.074433657,0,0,0.001618123,0,0,0,HTTP
0.931506849,0.04109589,0.01369863,0.01369863,0,0,0,0,HTTP
0.781609195,0.206896552,0,0.011494253,0,0,0,0,HTTPs